"","Accession","Protein","Gene","AP.JK59.P1","AP.7KJ6.P1","AP.KXUT.P1","AP.E98M.P1","AP.B2SL.P1","AP.QUHC.P1","AP.QAHT.P1","AP.9UHJ.P1","AP.NMZS.P1","AP.9D3B.P2","AP.F595.P2","AP.EFHT.P2","AP.DT88.P2","AP.JDN4.P2","AP.W455.P2","AP.JBET.P2","AP.E7CU.P2","AP.3FY5.P2","AP.4M7L.P2","AP.ZLDH.P3","AP.RQNH.P3","AP.WTXJ.P3","AP.5MX6.P3","AP.K24D.P3","AP.QD4Q.P3","AP.SS2L.P3","AP.MJ52.P3","AP.AGZG.P3","AP.B9CH.P4","AP.XCJX.P4","AP.SJVE.P4","AP.FX68.P4","AP.D9X4.P4","AP.WDKZ.P4","AP.RA2G.P4","AP.U8MP.P4","AP.HKYN.P4","AP.TBFQ.P5","AP.RBLG.P5","AP.DMUM.P5","AP.352Q.P5","AP.2E8Q.P5","AP.EZEX.P5","AP.8PRJ.P5","AP.D35H.P6","AP.HMFR.P6","AP.A5NG.P6","AP.9LNA.P6","AP.52RG.P6","AP.MGNN.P6","AP.67ZV.P6","AP.KX5B.P6","AP.6EWG.P6","AP.XSR5.P7","AP.4LRG.P7","AP.N8FG.P7","AP.5L2V.P7","AP.HFEA.P7","AP.AJWE.P7","AP.UG7J.P7","AP.5JDU.P7","AP.3336.P7","AP.CT3G.P8","AP.2XNK.P8","AP.JKPX.P8","AP.AAFC.P8","AP.XVLY.P8","AP.62LT.P8","AP.V6UJ.P8","AP.7GDN.P8","AP.KGMR.P8","AP.G79N.P9","AP.YTZ8.P9","AP.VLXG.P9","AP.94ED.P9","AP.WPAM.P9","AP.MAZ4.P9","AP.DN2V.P9","AP.HML4.P9","AP.LWHD.P10","AP.DM87.P10","AP.9PXS.P10","AP.8MWD.P10","AP.EPNF.P10","AP.YF3B.P10","AP.4HAU.P10","AP.27JZ.P10"
"21","A0PJW6","TM223_HUMAN Transmembrane protein 223 OS=Homo sapiens GN=TMEM223 PE=1 SV=1","TMEM223",0.125582159,-0.1300644,-0.020171595,0.16457632,0.205388386,-0.066709025,-0.175589192,-0.08900762,-0.254625136,-0.561727671,0.9950077,-0.030586983,0.212949706,0.211133652,-0.051048726,0.96000583,0.617572818,-0.068839954,-0.387194487,0.104315444,-0.375404025,-0.216915596,-0.080360346,-0.518457868,-0.814779928,1.05911358,-0.503769737,-0.512306681,0.102733011,-0.117989145,0.372450293,-0.006099891,-0.262768776,-0.056552833,-0.19444963,-0.514813592,-0.086731039,-0.076436215,-0.107408608,0.651908802,0.933329357,0.289517122,0.57843754,-0.313592082,0.082169852,0.01960311,-0.030658027,-0.191226171,-0.005725289,0.136241016,-0.029535008,-0.189958991,-0.153174664,0.130914905,-0.158366375,-0.447805702,-0.245203678,-0.33475174,0.163410566,-0.527853126,0.562270639,-0.263738332,0.23453107,0.007874053,0.33004402,0.038409911,-0.121552992,-0.080579163,0.051851606,0.168637764,0.09198277,-0.002399365,-0.061158539,0.067722428,0.06988873,0.487310634,0.233305519,0.347904122,0.124602086,0.165139929,-0.721402479,0.881592888,-0.359197081,0.101044722,-0.112051828,0.94439067,-0.084445203
"22","A1A4S6","RHG10_HUMAN Rho GTPase-activating protein 10 OS=Homo sapiens GN=ARHGAP10 PE=1 SV=1","ARHGAP10",-0.519522313,0.494867368,-0.651288941,0.286470186,0.343272072,-0.017765625,0.704334954,0.260912075,0.638819912,0.190514568,-0.140980979,0.40455715,0.013077743,0.552444806,0.095430219,-0.106561874,0.105278703,-0.333190287,0.555795315,0.292465353,-0.620448687,0.550417841,0.173087342,-0.691850397,-1.006368672,-0.555393683,-0.926032037,-0.509071615,-0.585001383,-0.097454031,-0.108333993,-0.717808314,-0.055447723,0.040754658,-0.561927681,0.387349679,0.149090634,0.474027557,-0.366317461,0.172541964,0.594947304,0.434722893,0.035759255,0.475328297,0.289131608,-0.10819788,-0.138281385,0.242496454,0.312394852,0.080852223,0.257561582,1.879700454,0.347181176,-0.395735006,-0.051115316,0.411725481,-0.890494714,0.020698087,-0.052022782,0.307177122,0.453907603,0.347305554,-0.708523747,-0.479266736,0.841247728,-0.390289472,-0.483414112,-0.108169257,-0.188362285,-0.090416639,-0.907383857,1.563921929,0.816284493,1.486809457,0.782114479,1.062440638,0.101961662,0.387546098,0.700634946,-0.184311065,0.091665745,-0.388381946,-1.402466667,-0.02877705,-0.164812087,-0.038485964,-0.443109618
"23","A1A5D9","BICL2_HUMAN BICD family-like cargo adapter 2 OS=Homo sapiens GN=BICDL2 PE=1 SV=2","BICDL2",0.134754628,-0.231368662,-0.05917511,0.186958984,-0.621902866,0.770918876,-0.095517944,0.341609415,0.191520406,0.184149657,-0.17193469,-0.383781996,0.393174159,-0.789885669,-0.057781009,-0.165762614,-0.010064364,-0.726515127,-0.17634619,-0.016146769,0.217602582,-0.242281698,-0.066881678,-0.032295209,-0.432024545,0.927747344,0.010677476,-0.402378068,0.404727336,0.122385387,-0.171697859,1.362513607,-0.476765769,0.130288681,0.14662967,0.0031884,-0.295223766,-0.238444347,0.404043232,-0.306727175,0.077670281,-0.404612528,0.095552504,0.38652633,0.34266833,-0.430241223,-0.853974255,0.371953139,0.740811462,-0.630068138,-0.184437948,0.564051586,0.478032174,0.293054586,-0.162301776,-0.028976247,-0.03549171,0.003109995,-0.105312962,-0.004704835,0.03835144,0.389396157,-0.757529538,0.457985843,0.500964761,0.402420212,-0.357121443,-0.384819871,-0.283882385,0.48460784,-0.219304834,0.236026574,0.737507242,-0.227796504,-0.086644043,-0.01251847,0.325774367,-0.027980432,0.687004102,0.282102897,-0.024902121,-0.051091169,-0.149393696,0.090248535,-0.102009173,-0.019966319,0.051056914
"24","A1IGU5","ARH37_HUMAN Rho guanine nucleotide exchange factor 37 OS=Homo sapiens GN=ARHGEF37 PE=2 SV=2","ARHGEF37",0.42993528,0.391491914,0.103536749,0.482887632,-0.036496982,1.151576207,0.325853213,-0.139514777,0.686164234,-0.088258888,-0.095855216,-0.258247091,0.646750075,0.020376041,0.430740543,0.377382749,-0.133657399,0.211295146,0.048656152,-0.205372302,0.402425228,0.306102056,-0.133092506,-0.003429805,0.224183093,-0.518129703,1.281451931,1.374568997,0.527181648,0.138487724,0.264830281,0.317640928,0.034479768,0.075624106,-0.05407086,-0.042586451,-0.030510163,-0.056952992,-0.098080221,-0.076981966,-0.238208878,-0.359860887,0.549519557,-0.015605918,2.237813406,0.278068165,-1.222569859,-0.090285677,-0.059482555,-2.415510042,-0.859088277,-0.944980493,-1.475230798,-0.420236444,-0.407427068,-0.128987497,-0.085617123,0.025544872,-0.25753467,-0.859034607,0.313760871,0.423433145,0.12149739,0.276616987,-0.228045791,0.271316336,-0.224320825,0.177004692,-0.450147066,0.430229342,-0.501226928,-0.13089855,0.560829669,-0.379720556,-0.426700941,-0.040633028,-0.49795177,-0.192792527,0.424314514,0.214483838,0.532140346,0.252264769,0.344156567,0.765251671,0.522382917,0.749847988,-0.120526301
"25","A1L0T0","ILVBL_HUMAN Acetolactate synthase-like protein OS=Homo sapiens GN=ILVBL PE=1 SV=2","ILVBL",-0.115320812,0.015028019,0.144434474,0.68884268,-0.252001569,0.09768095,-0.293977831,-0.298242181,-0.102430851,0.376519122,-0.151527633,-0.233302305,0.515083333,-0.250799402,0.263256052,0.238686619,-1.14529446,0.650092877,0.395158782,0.170607282,-0.281980496,0.202762694,-0.215942191,0.032189506,-0.079959755,-0.593345875,0.216377823,0.145604914,0.52646022,0.551517393,0.201375281,-0.756823212,0.275151842,-0.116813552,-0.598014022,-0.324468673,0.119034247,-0.160829459,0.616579277,-0.103030489,-0.210298316,0.50160249,-0.189744245,0.17595962,-0.046959471,0.105489232,-0.500845588,0.115020715,0.205703847,-0.061618161,-0.180585474,0.09407534,-0.194598838,0.301704373,0.161838954,-0.125692869,-0.141711459,0.115174939,-0.01930204,-0.062565846,0.143665376,0.283046118,1.151835973,-0.582270385,0.461829422,-0.417391037,-0.128583846,0.667607218,-0.246628386,-0.513603597,-0.347484518,0.229421035,0.428094388,0.451098314,0.220119765,-0.245429181,0.414796031,-0.149175072,0.213467212,-0.031623584,0.39280542,-0.220464333,-0.369125182,0.349939479,0.197589085,-0.08040013,0.488914619
"26","A1L170","CA226_HUMAN Uncharacterized protein C1orf226 OS=Homo sapiens GN=C1orf226 PE=1 SV=1","C1orf226",0.058453441,-0.008547386,0.146952364,0.827245387,-0.424486082,-0.022894534,0.961759929,-0.207977491,0.286317651,0.975093055,-0.095589765,-0.190805559,-0.219413255,-0.33251275,-0.109524683,0.540724211,-0.155880925,-0.178202523,-0.065156963,-0.708472994,-0.240809024,0.119105131,0.502745455,0.014732558,-0.061547367,0.065897797,-0.171327633,-0.165159599,-0.45278395,0.5241913,-0.54133734,0.108473559,-0.454156036,-0.323447791,-0.07185286,-0.031292899,-0.250706991,-0.284012898,-0.986570313,-0.258451934,-0.945828536,0.05218274,-0.535666333,-0.526125033,-0.288298959,-0.188541307,-1.18558565,1.327607501,0.083583826,-0.500938495,-0.138837157,-0.50767652,0.619146621,-0.401020428,0.129792248,0.141874837,0.214070395,-0.351575874,-0.001307928,-0.616143029,0.061157202,0.011914736,0.414485549,-0.089705378,0.908172657,0.020438995,-0.690204604,-0.365448219,-0.69197414,0.559013424,-0.278452612,-0.336292696,-0.068407683,0.819601596,-0.590519455,0.070965118,0.601884788,0.224671788,-0.094249479,1.606479646,-0.036618499,0.035359373,-0.291355192,-0.088227381,-0.24967193,0.835841617,1.157155365
"27","A1L390","PKHG3_HUMAN Pleckstrin homology domain-containing family G member 3 OS=Homo sapiens GN=PLEKHG3 PE=1 SV=1","PLEKHG3",-0.19783137,-0.09812774,-0.172483402,-0.304269752,0.020508321,-0.293020269,-0.176742602,-0.205910878,-0.002465531,-0.194583907,0.046213651,-0.129922384,0.116708123,-0.496664283,0.053278626,0.129823925,-0.436765741,0.279057155,-0.441212464,-0.125954652,0.160924741,0.162140602,0.222684283,-0.118708552,0.029296631,0.379806446,-0.233011068,0.064622017,0.043607173,0.042704381,-0.16375984,-0.037571756,-0.224278195,-0.077834692,0.016701395,0.040464434,-0.206698297,0.015567708,0.240144442,0.252765987,0.392418985,0.329614778,0.10085679,0.056752935,0.244820682,-0.481880987,-0.31435519,0.216565521,-1.281311601,-0.698553132,0.677850717,-1.103788248,-0.722049063,-0.230915977,-0.260068689,0.148248222,1.174812064,-0.315842198,0.591065228,-0.595756402,0.298524816,-0.707700358,1.938316294,-0.041132133,0.942566756,0.387818923,-0.953896893,-0.115746229,-0.166223495,0.883858594,-0.857688731,1.813559815,-1.008757324,0.05108784,1.391166044,0.94110966,-1.129189854,-0.951729894,0.148734621,-0.745313009,0.107099239,0.57469705,0.282373383,-0.236994628,1.009727528,1.012499974,-0.565204701
"28","A1L4H1","SRCRL_HUMAN Soluble scavenger receptor cysteine-rich domain-containing protein SSC5D OS=Homo sapiens GN=SSC5D PE=1 SV=3","SSC5D",-1.429669676,0.922381577,0.013215231,0.865883359,-1.232538482,-0.705490825,-1.23050616,-0.437592289,-0.129765217,0.642918749,1.881644258,0.296583716,-0.612489844,-0.359583537,0.584266876,0.583711603,-1.564794937,1.007273769,0.732640894,0.03276523,-1.069529131,0.064037548,-0.222607614,-0.113314622,-0.104552357,-0.004944156,1.510875679,-0.392689764,0.358242166,0.559889638,1.387567698,-1.653814567,1.939849127,3.015725979,-0.525143343,0.728214458,-1.300439524,-0.435307754,-0.375856068,-1.198833828,-0.460453291,-0.658466997,-0.816426193,1.059659755,0.248046175,-0.703366318,0.394770193,2.656299757,1.54902311,-1.07276546,1.225609332,0.378143602,2.141659844,-1.067910864,-1.437634614,0.941132286,-1.460362595,0.411324033,-0.348412617,0.177858717,-1.101835758,0.965177771,0.395686861,0.368639208,-1.883812549,0.765908549,0.264352771,0.39896845,-2.242637173,-0.998071112,-1.722130549,0.091580767,0.879539488,-0.683164151,-1.206734957,-0.761799574,-1.62130016,-0.516948146,0.632585068,-0.432247976,-0.23481008,1.818436096,-0.181842712,1.123837717,-1.063716174,-0.299701314,-0.956657923
"29","A1X283","SPD2B_HUMAN SH3 and PX domain-containing protein 2B OS=Homo sapiens GN=SH3PXD2B PE=1 SV=3","SH3PXD2B",-0.033867529,0.702298067,-0.325362296,-0.019515115,-0.592233984,-0.469982573,0.12796644,0.319875971,-0.481489774,-0.522876977,-0.430344178,0.343805744,-0.445493956,0.586315424,-0.260931474,0.414584051,-0.005206102,-0.014130777,-1.013790017,0.725859398,0.186608142,0.076092629,-0.061074386,0.264715438,0.373918691,-0.189258523,0.090079278,-0.46693807,-1.325681945,0.09291609,-0.281841756,-1.209147492,0.120663137,0.374979223,-0.356510075,-0.981782213,-0.984895628,0.247399043,-0.061401348,0.61997691,-0.216619353,-0.005219515,-0.522184545,0.22055885,0.512127709,0.875424216,0.775682944,0.400641863,-0.078436072,0.449863794,1.269738331,-0.151435135,0.321764219,-0.271790573,0.688234056,-0.139636265,0.814513269,0.013411912,0.013503445,-0.588809259,0.296817041,0.087950205,-0.486737498,-0.730228297,0.207088646,0.095806879,0.689129675,0.558430762,0.414456764,-0.786783998,0.200451982,0.083732466,-0.705312257,-0.403970262,-0.653599371,0.909522077,0.682412382,-0.10205032,-0.635225876,-0.887244119,0.177108568,0.253351968,0.878756752,-0.671862081,0.381034489,-0.244572155,-0.379935329
"30","A2AJT9","BCLA3_HUMAN BCLAF1 and THRAP3 family member 3 OS=Homo sapiens GN=BCLAF3 PE=1 SV=1","BCLAF3",-0.160325521,0.174364469,0.066624198,0.215494637,-0.082786102,-0.027901847,-0.042239546,-0.036017916,0.107237368,0.100318759,0.131302221,0.00162272,0.624682964,0.341156985,-0.120705736,0.289405162,0.228289899,0.346171975,0.159310712,0.077739837,0.091823525,0.250865408,0.146260392,0.159361795,0.117865625,0.099542634,0.049573899,0.08655248,0.163360102,0.33171118,-0.065204476,-0.283425736,0.228689468,0.093105279,0.094215016,0.043259018,0.019825865,0.181419303,0.09861423,0.147713555,0.058510689,0.079157257,-0.147837077,0.088258518,0.226508951,-0.102598554,-0.173454042,0.560208186,1.256373186,1.327024648,0.008681579,0.171463123,0.428623255,-0.337717706,-0.343206273,-0.059930767,-0.274716286,0.335728846,0.090783062,-0.632271214,-0.230514933,0.487845848,0.944626394,-0.778543385,-0.242707833,-0.334752359,-0.115237756,0.253702992,0.14574091,-0.261625802,-0.759233652,0.41414994,0.103403637,0.671542077,-0.451980824,0.306260373,-0.202582662,0.270126948,0.923063154,-0.060547685,-0.011908268,-0.041792984,-0.520572304,0.509271215,0.250402127,0.360904582,0.861978169
"31","A2RRP1","NBAS_HUMAN Neuroblastoma-amplified sequence OS=Homo sapiens GN=NBAS PE=1 SV=2","NBAS",0.177648193,0.378896542,0.182415353,0.217812591,-0.382827801,0.276143881,-0.170321869,0.21711364,-0.122438767,0.08490901,-0.004866072,0.152157616,-0.043027514,0.017682985,0.085050564,-0.096748404,0.385975574,0.12333295,-0.463577024,0.712624744,0.516901854,-0.169944516,-0.245421005,0.166222305,0.201671438,-0.201156924,0.212045992,0.166162032,0.772763364,0.559742756,0.206241092,-0.079783506,0.072528103,-0.271694416,-0.001341907,0.154901331,0.307242001,0.061330328,-0.30975312,0.613954025,0.082871173,0.181242887,-0.456539825,0.079195186,-0.229316523,0.2000604,-0.12537716,-0.060999852,0.165961444,0.21951992,-0.225476519,0.876506459,-0.251307474,0.104383307,0.21257737,0.050217238,-0.408927692,0.35843832,-0.275470298,0.525221631,0.019737701,0.199324813,0.559669805,-0.277734407,0.513483401,-0.026757823,0.110774137,0.293872597,0.472831459,-0.312865808,0.03137652,0.29989534,-0.220141841,0.080033202,0.167477338,-0.444727636,-0.437229655,0.485537452,0.661721177,-0.063248227,-0.177492941,-0.283796685,-0.215225591,-0.06927883,-0.147011054,-0.27762103,0.099228543
"32","A2RTX5","SYTC2_HUMAN Probable threonine--tRNA ligase 2, cytoplasmic OS=Homo sapiens GN=TARSL2 PE=1 SV=1","TARSL2",0.311941257,0.0085172,0.340411252,0.347231698,0.607977255,0.288738398,0.39723337,-0.01606188,0.154118818,0.63782896,-0.531444328,0.092752717,-0.333369872,-0.927237608,0.268237663,0.426297426,0.45533589,0.300700402,0.350303661,0.109904554,0.280656495,0.012798856,-0.061985347,0.070343047,0.412871562,-0.685118516,0.061073729,0.300024121,0.202336561,0.38956664,-0.05262004,-0.418429297,0.071032692,-0.021082009,0.242780527,1.851527238,0.009227539,-0.091927528,-0.233751094,0.025637589,0.056983094,-0.16552704,0.421101386,-0.31957409,-0.827615569,0.490790391,-0.36073972,-0.718928006,-1.634065838,-1.558875179,-1.008060412,-0.732717006,-0.565848856,0.208235231,0.819144288,-0.232847879,-0.186287489,-0.425132873,-0.132337912,-0.154305982,-0.45059329,0.933575898,0.090387645,0.969442317,0.143669825,1.180982974,0.833148463,0.286062659,-0.051445176,1.291109194,0.361822959,0.097660499,-0.118128418,-0.005779295,-0.368813655,0.534763008,-0.301891918,-0.60612476,-0.045591343,-0.324684995,-0.612474412,0.252773577,0.510357116,0.709673659,0.16773918,-0.030397883,-0.884380461
"33","A2RUC4","TYW5_HUMAN tRNA wybutosine-synthesizing protein 5 OS=Homo sapiens GN=TYW5 PE=1 SV=1","TYW5",0.133492223,0.16563363,0.008054863,-0.014909051,0.16049838,-0.011599848,-0.158475485,0.019651603,-0.133450427,-0.415816276,1.033921107,-0.389027934,0.425385098,0.319677987,0.418208609,-0.199938229,-0.009215786,-0.325801139,0.100268451,0.138056728,0.148217248,-0.523443028,0.093087149,-0.707556556,-0.004022224,-0.032730384,-0.08614824,-0.407961398,0.007687799,0.002898519,-0.156370768,0.173752465,-0.197297499,-0.156001156,-0.161691062,0.001644028,0.08365143,0.495171584,0.340269628,0.435265817,0.70021744,0.702101705,-0.708419161,-0.194991385,0.261736979,1.230338896,0.265185699,0.001648132,0.364012251,0.366644488,0.372535236,0.225115887,0.674371723,0.118157499,-0.367760652,0.15224817,0.351626649,0.268628508,0.452628402,0.297924186,0.185193709,-0.018971612,0.157029335,-0.109011522,0.444962744,0.167687963,0.042202696,0.093523883,0.169632526,-0.035217853,0.075165578,0.10919909,0.127960192,-0.597484955,0.115660454,0.624805615,-0.145756302,-0.031835777,-0.268211335,-0.07663935,0.075361844,-0.007365527,-0.056718071,-0.167427801,-0.074571956,0.085680342,0.148579778
"34","A2RUS2","DEND3_HUMAN DENN domain-containing protein 3 OS=Homo sapiens GN=DENND3 PE=1 SV=2","DENND3",-0.07051043,0.701374302,-0.074790123,0.176754205,-0.141420379,-0.074146779,-0.43896966,0.045172794,-0.456256652,-0.321538387,-0.028964043,0.11494647,-0.323457935,0.458152124,-0.250151728,-0.456575497,0.361909264,-0.427002936,-0.59167145,0.04706605,-0.191369077,0.248468198,-0.619835329,0.048444769,-0.171427057,-0.201097366,-0.57253613,-0.154080612,-0.325083678,0.733096223,0.194053376,-0.461871444,0.145600587,-0.335542938,-0.429928559,-0.358267956,-0.045369389,0.352047066,-0.232035516,0.310383805,-0.938434055,-0.335241145,-0.603543297,0.387921852,0.157437274,0.2341169,0.031568009,0.083912521,0.667375044,0.729490373,-0.100789201,0.256850904,-0.057711388,-0.48042938,0.511920851,0.57094868,-0.789637265,1.508358235,0.110731117,0.89721934,0.072396424,0.00901242,-0.646114979,-0.362967747,0.158904332,-0.534409525,0.01864996,-0.217907024,-0.127502157,-0.064998329,0.604786525,0.673655013,0.359127645,-0.017240478,-0.298089357,-0.892865972,0.546347936,0.947196746,-0.304446827,0.811261773,0.679232141,-0.27130113,0.066199463,0.471881793,0.265284157,-0.478329595,0.269976829
"35","A3KMH1","VWA8_HUMAN von Willebrand factor A domain-containing protein 8 OS=Homo sapiens GN=VWA8 PE=1 SV=2","VWA8",0.648391089,0.08606484,0.052980024,0.655420666,1.700834729,-0.043355242,0.153577895,0.036761004,-0.25876011,0.157660882,-0.545430192,-0.316908758,-0.6932503,-0.69499367,0.613845369,0.59607821,0.448482562,0.131626786,0.261379406,0.827658074,1.153746969,-0.929357721,-0.599875996,-0.183298206,-0.284919323,-0.596689891,-0.782556209,-0.222556347,0.23967027,-0.089824341,-0.000455745,1.092770762,-0.054864083,-0.141652226,0.568019919,0.093631119,0.872224925,-0.679628325,0.26551959,-1.027442658,-0.580698937,0.171484129,-0.264561216,-0.538229399,0.322867513,-0.60461978,-0.231647831,-0.862965299,0.689385153,-0.221870733,0.36461821,-0.389998118,-0.630463794,-0.376317203,-0.544337881,-0.76254838,0.161845989,-0.060725256,-0.292480498,-0.453425934,0.442932656,-0.230767265,-0.22043743,0.456722771,-0.004275934,-0.34000588,0.721888221,0.100746668,-0.623202039,0.522838991,0.997107022,-0.197797628,-0.12486215,0.095250187,-0.489954902,0.336843959,-0.332564819,-0.503698325,-0.04559275,0.131575619,-0.825298932,-0.14725969,-0.693568017,-0.236861622,-0.482368689,-0.10726581,-0.1753198
"36","A3KN83","SBNO1_HUMAN Protein strawberry notch homolog 1 OS=Homo sapiens GN=SBNO1 PE=1 SV=1","SBNO1",-0.126470532,0.053789088,-0.286509094,-0.23349855,0.319142361,-0.191666783,-0.424219206,-0.163201197,-0.040033228,0.062551551,0.402775642,-0.236280215,0.277347871,-0.105813961,0.041747372,-0.291960142,-0.187126816,0.248478716,-0.313565013,-0.062316055,0.60619313,-0.099523586,0.151534843,-0.024166298,0.106315331,0.559121101,0.162986068,0.195699127,0.100698775,0.567779241,0.013181575,0.266218636,-0.298004943,0.156499953,0.205404424,0.218197239,-0.00473469,-0.241570234,0.376690628,0.361399142,0.662039596,0.270629025,0.15366446,0.324065016,0.597911643,0.207232163,0.109907047,0.219463147,0.007333129,-0.066748728,0.097960999,0.125106305,0.277400537,-0.294605303,-0.084806074,-0.013101676,0.68932402,0.10259021,0.153627625,-0.047400865,0.18417828,-0.181042908,0.241499542,-0.141441578,0.360988616,-0.261387786,-0.071322217,0.002785297,-0.228535121,-0.01078287,-0.196051323,0.015347242,-0.239786402,0.038862728,-0.048835882,0.653995931,0.262803959,0.445074521,-0.140869226,-0.200271231,-0.248095019,0.987250991,0.048685871,-0.334745251,-0.071577763,0.29803328,-0.314641105
"37","A4D1E9","GTPBA_HUMAN GTP-binding protein 10 OS=Homo sapiens GN=GTPBP10 PE=1 SV=1","GTPBP10",0.11351226,-0.475429215,-0.018211972,0.209017697,0.226382019,-0.3744308,-1.0559302,-0.669441689,-1.30028924,0.106644236,-0.057967612,-0.493927738,-0.245184535,-0.837516659,-0.319503534,0.863324725,0.300333512,-0.545517761,-0.256145337,0.564056956,0.193153769,0.157018965,0.255384923,-0.270611919,-0.478668236,0.206827933,-0.728445779,-0.561621258,-0.100973587,-0.104878333,-0.377224783,0.120904229,0.51509085,0.050785772,0.679859738,0.400473713,0.953166924,0.002676687,0.748483274,0.788940853,0.250735997,0.069120912,-0.54814005,-0.306602833,0.118321704,0.082771582,0.668458881,0.331390848,0.989313331,0.467761494,-0.817702933,-0.783905616,-0.311014201,0.156204068,0.449803265,-0.119722264,-0.244329243,-0.820299102,-0.627505432,-0.062362889,-0.44186849,0.523319542,0.758493601,-0.79729031,0.409757236,-0.05950665,-0.36425489,-0.590341694,1.626887086,-0.582400533,1.353693282,-0.182257802,0.01558079,0.128894507,0.078705041,0.1252728,0.046099816,0.649089442,0.062124383,-0.100708624,0.042165354,0.016249919,-0.120323571,0.36653639,-1.404517959,-0.227484178,0.129253541
