"","Accession","Protein","Gene","AP.JK59.P1","AP.7KJ6.P1","AP.KXUT.P1","AP.E98M.P1","AP.B2SL.P1","AP.QUHC.P1","AP.QAHT.P1","AP.9UHJ.P1","AP.NMZS.P1","AP.9D3B.P2","AP.F595.P2","AP.EFHT.P2","AP.DT88.P2","AP.JDN4.P2","AP.W455.P2","AP.JBET.P2","AP.E7CU.P2","AP.3FY5.P2","AP.4M7L.P2","AP.ZLDH.P3","AP.RQNH.P3","AP.WTXJ.P3","AP.5MX6.P3","AP.K24D.P3","AP.QD4Q.P3","AP.SS2L.P3","AP.MJ52.P3","AP.AGZG.P3","AP.B9CH.P4","AP.XCJX.P4","AP.SJVE.P4","AP.FX68.P4","AP.D9X4.P4","AP.WDKZ.P4","AP.RA2G.P4","AP.U8MP.P4","AP.HKYN.P4","AP.TBFQ.P5","AP.RBLG.P5","AP.DMUM.P5","AP.352Q.P5","AP.2E8Q.P5","AP.EZEX.P5","AP.8PRJ.P5","AP.D35H.P6","AP.HMFR.P6","AP.A5NG.P6","AP.9LNA.P6","AP.52RG.P6","AP.MGNN.P6","AP.67ZV.P6","AP.KX5B.P6","AP.6EWG.P6","AP.XSR5.P7","AP.4LRG.P7","AP.N8FG.P7","AP.5L2V.P7","AP.HFEA.P7","AP.AJWE.P7","AP.UG7J.P7","AP.5JDU.P7","AP.3336.P7","AP.CT3G.P8","AP.2XNK.P8","AP.JKPX.P8","AP.AAFC.P8","AP.XVLY.P8","AP.62LT.P8","AP.V6UJ.P8","AP.7GDN.P8","AP.KGMR.P8","AP.G79N.P9","AP.YTZ8.P9","AP.VLXG.P9","AP.94ED.P9","AP.WPAM.P9","AP.MAZ4.P9","AP.DN2V.P9","AP.HML4.P9","AP.LWHD.P10","AP.DM87.P10","AP.9PXS.P10","AP.8MWD.P10","AP.EPNF.P10","AP.YF3B.P10","AP.4HAU.P10","AP.27JZ.P10"
"7572","Q9Y676","RT18B_HUMAN 28S ribosomal protein S18b, mitochondrial OS=Homo sapiens GN=MRPS18B PE=1 SV=1","MRPS18B",-0.154773553,0.188733148,-0.279083267,0.465816115,0.536724167,-0.351562465,-0.099015347,-0.518289039,-0.505808098,0.392639481,0.287640841,-0.633303673,-0.322286238,-0.76858859,0.171512264,1.257327058,0.940079891,-0.793045193,0.331632541,0.155099312,0.188642913,0.206663001,0.532745296,0.005432124,-0.161078165,0.69983497,0.258037331,0.199749879,0.252750934,0.174335794,0.184771772,0.451198147,0.43216814,0.094648146,0.599333435,0.867465645,0.75631126,-0.42337477,0.156638654,0.633919506,0.172571441,0.029300426,0.44242316,-0.089535472,0.355337926,-0.087949669,0.083482335,-0.007641128,1.089214243,-0.588767047,-0.725715565,-0.363494673,-0.698855176,0.117964463,-0.044382994,0.10444397,-0.005696589,-0.047046382,-0.445471587,-0.561392525,0.145574465,0.549202736,0.068703375,0.21981311,-0.146830631,0.240569566,0.123530901,0.154903783,0.024505102,-0.058503562,0.1495594,-0.184752554,-0.310719957,-0.219061345,-1.124012907,-0.088148875,0.057283131,0.249699365,-0.193036137,-0.484289862,-0.046302439,0.474338745,-0.428655937,-0.006352533,-0.685011122,0.427823122,0.11743173
"7573","Q9Y678","COPG1_HUMAN Coatomer subunit gamma-1 OS=Homo sapiens GN=COPG1 PE=1 SV=1","COPG1",0.751444912,0.132823923,0.202451508,-0.328006082,0.09579962,0.553486778,0.531582932,0.560199117,-0.470095949,-0.183062756,0.223238328,-0.145725066,-0.096994628,-0.086977131,-0.388188323,-0.170138382,0.016990524,0.688540211,-0.149385154,-0.196436913,0.243709613,-0.502937023,-0.34410512,-0.106813237,0.273079212,0.200909279,-0.449941536,0.250517921,0.145628345,0.115990205,0.009487754,0.469818109,-0.625426893,-0.56216818,0.069810316,-0.36192353,0.108008739,-0.328907487,0.257289203,0.026804897,-0.429293266,0.178801558,0.789909818,-0.584479389,0.167956075,0.42593398,0.368940597,-0.50035636,-0.043862433,0.100581187,-0.083998216,-0.161970901,-0.385938146,0.163367014,0.212465606,-0.198945517,0.392534382,0.20724046,-0.049893797,0.543700919,0.213465906,-0.31691492,0.10553106,-0.196025991,0.339167081,-0.031190396,0.376673408,0.721690424,0.19034552,-0.146704925,0.394362623,-0.067106891,0.035581777,-0.132604232,-0.044308694,-0.21308286,0.27414536,-0.006685938,-0.34969121,0.131055464,-0.197933716,-0.184042222,0.16266371,-0.92040946,0.164961706,-0.341729137,-0.218545284
"7574","Q9Y679","AUP1_HUMAN Ancient ubiquitous protein 1 OS=Homo sapiens GN=AUP1 PE=1 SV=1","AUP1",-0.312119312,-0.1293397,-0.245550538,-0.084729197,0.600203627,-0.029804025,-0.250421454,0.142684216,-0.344181525,0.318201782,0.187863983,0.273971373,0.114863594,-0.01409194,-0.02576323,0.027974673,0.450933729,0.664520163,-0.592083525,0.655670397,0.141331531,-0.089629017,-0.167960786,-0.236888899,-0.392046771,1.173356125,-0.190862573,-0.377263805,0.223755069,1.349045743,0.067506354,-0.665822178,-0.299666243,-0.033069311,-0.22089152,0.169683893,0.149104085,-0.134436103,-0.306846952,-0.036421034,0.103327536,0.586295397,-0.297239257,0.009138087,0.066711273,-0.696075225,0.231944677,-0.249225731,-0.036840722,0.627687415,0.195746259,-0.868329132,-0.221261176,-0.059896192,-0.510634099,-0.100473969,-0.271504459,0.005434275,0.12231471,-0.1824776,0.644867828,-0.835565826,0.366386648,0.469977544,0.46164237,0.453526505,0.038366596,0.061092761,0.284024422,0.06773767,0.62694714,-0.082447607,-0.357454937,0.191808938,-0.152094996,0.208865656,0.031011024,-0.091289931,0.44644434,-0.502275255,-0.125023912,0.206331784,-0.565909881,0.112494336,-0.147928495,0.097071861,0.26578076
"7575","Q9Y692","GMEB1_HUMAN Glucocorticoid modulatory element-binding protein 1 OS=Homo sapiens GN=GMEB1 PE=1 SV=2","GMEB1",-0.009834821,0.231755693,0.043951885,0.129077381,-0.100979916,-0.092790618,0.142567967,0.302739037,0.762299275,0.445368381,0.29432387,0.68437173,0.253702062,0.299202233,-0.13417271,0.319195637,-0.054090187,0.494364699,0.350155506,0.056916547,0.331187512,0.71406427,0.510380139,0.369959932,0.422962418,0.071899625,0.546609187,0.600471399,-0.128479162,-0.155725138,-0.081102061,-0.301517688,-0.281897271,0.184151419,0.089982041,-0.050469925,-0.104948274,0.183898679,-0.007778708,0.321565915,0.321508957,-0.037449026,0.303909398,0.130583066,0.117849856,0.313735125,0.006930732,0.21097582,-0.026798033,0.051459012,-0.203975311,0.191190104,0.414032146,-0.136696405,-0.081843461,0.058666178,0.291849161,0.506085158,-0.39878011,-0.08771607,-0.234038528,-0.048926268,0.437334563,0.253002593,0.108076231,-0.160623866,-0.000742461,-0.598614448,0.011036768,-0.030071505,-0.23033414,0.386766739,0.192444454,0.48933972,0.051316891,0.307437383,0.250882616,0.183067698,0.65817014,-0.036453896,0.018706033,-0.098903925,0.169581718,-0.193648815,0.215404603,0.461878887,0.153997785
"7576","Q9Y696","CLIC4_HUMAN Chloride intracellular channel protein 4 OS=Homo sapiens GN=CLIC4 PE=1 SV=4","CLIC4",-0.178186233,0.409519535,0.384204694,0.149440895,-0.486703357,-0.252107096,0.548644677,0.016786639,0.515625433,0.210670528,-0.277522166,0.377888301,0.058617503,0.880629746,0.197118601,-0.205448548,-0.036053312,0.204311688,-0.248107154,0.520407473,-0.395749955,0.793496882,0.363643231,0.015454843,0.932828053,-0.583759604,0.448173273,-0.056962702,-0.877048874,0.175223217,0.018193846,-0.464083732,0.08076047,0.782974874,0.632983201,-0.355179571,-0.815042716,0.109090042,-0.3787797,-0.56393755,-0.629729822,-0.167254399,-1.106376034,0.186356896,0.065706168,0.58086994,0.954430967,0.647929083,0.319478626,0.002929292,0.578624135,0.219165521,0.02864033,-0.723772432,-0.256496066,-0.216098119,0.042804538,0.175276377,-0.14796191,0.313982492,0.297337551,0.225559941,-0.147740155,-0.210937119,0.039336903,-0.040575564,0.960080453,0.276983065,0.612370919,-0.686056157,0.450661788,0.437728025,0.327662002,0.346218818,-0.424358396,-0.241658681,0.220389733,0.335385121,-0.198780076,-0.290449299,0.793720527,-0.455915842,0.78065557,0.3567534,0.632433546,0.145856997,0.21299521
"7577","Q9Y697","NFS1_HUMAN Cysteine desulfurase, mitochondrial OS=Homo sapiens GN=NFS1 PE=1 SV=3","NFS1",0.08031628,-0.073525502,0.485998837,0.284733898,0.253841137,0.07306563,0.09906065,-0.140433898,-0.213348676,0.800644522,1.380950461,-0.059913191,0.019338674,-0.597182251,-0.279302233,1.760554611,-0.226454552,-0.746003574,-0.079877259,0.040936703,-0.79605239,0.206774222,0.726649089,-0.30917394,-0.338403293,0.195535518,-0.165859967,-0.204261924,-0.226814289,-0.083749193,0.068716414,-0.064786874,0.42243644,-0.150027665,0.873345975,0.2979765,1.099850994,-0.056512076,-0.570955518,1.505459629,0.198363063,-0.312728593,-1.02513491,-0.130283439,-0.845131264,0.047941638,-0.358570998,0.003828246,0.18014778,-0.708671603,0.128644518,-0.626725526,-0.460374966,-0.243313421,0.015513247,-0.346803329,-0.213069986,-0.417182674,-0.233653241,-1.155931588,0.087415583,-0.417251918,0.116878221,0.703160277,-0.421278163,-0.005752855,0.101687526,-0.447399767,0.18234194,-0.272030712,0.554378315,0.03865267,0.251035337,-0.079006426,-0.313459645,-0.178542736,-0.546122359,-0.106560283,0.035944886,-0.60650655,-0.900422011,0.962471087,-0.862392615,0.222722745,-0.733970605,-0.126606616,-0.141287957
"7578","Q9Y6A1","POMT1_HUMAN Protein O-mannosyl-transferase 1 OS=Homo sapiens GN=POMT1 PE=1 SV=3","POMT1",-0.054030429,-0.007399161,-1.539995326,1.101880108,0.227741655,-1.203361226,0.706597889,-0.578492162,-0.542933381,-0.183629254,0.348921287,-0.203497525,-0.21759291,-0.101542776,0.292116537,1.84996861,0.197290591,-0.123097369,-0.515023145,0.047636817,0.036994623,0.162988832,0.218324352,0.180897629,0.084554773,-0.149654741,0.031870418,0.114132481,2.381683641,1.159411708,0.715021013,-0.364242766,1.297694363,-0.114079497,0.475005912,0.536058439,0.556905807,0.232554526,-0.047800659,0.171920974,-0.147795248,0.047038816,-0.039487569,0.087453095,0.883705123,0.290543102,0.675054246,1.51020734,0.898189122,0.626135488,0.479013961,1.706814318,1.300722825,-0.608825754,-1.199439535,-0.026532509,-0.448556143,0.016482975,-0.795834813,-0.383776026,-0.308878685,0.935306421,0.391944385,-0.092906612,0.22109514,0.51981028,0.241250761,-0.042028495,0.301681845,-0.157807102,-0.111925742,-0.374268924,-0.315588023,-0.387138074,0.104881152,-0.263638951,-0.255976644,-0.262699214,0.299148314,-0.509794522,0.219299877,0.169130087,0.20464373,0.067340339,-0.673035229,-0.101121953,-1.780950429
"7579","Q9Y6A4","CFA20_HUMAN Cilia- and flagella-associated protein 20 OS=Homo sapiens GN=CFAP20 PE=1 SV=1","CFAP20",-0.03618376,-0.268787083,0.436672819,0.482975116,-0.45012937,-0.441249,0.102629585,-0.419541328,0.327453504,-0.107497316,0.013107462,0.578513677,0.314099262,-0.273052277,0.119237449,0.191031842,0.256171625,-0.0643301,0.640930423,0.19104155,-0.629612521,-0.007299547,0.648315165,-0.408202222,-0.27026016,-0.41209037,0.764073539,-0.0976726,0.435043964,0.068501467,0.44890763,-0.36936844,0.620717881,1.048972695,0.346674055,0.082563511,0.076307238,0.010083737,-0.18813748,-0.12334701,0.819158946,-0.478911554,-0.298782108,0.230566246,0.194977027,0.290540767,-0.024074721,0.396664241,0.341418825,-0.891431798,0.068994715,0.156532251,1.573383871,-0.166885442,0.599072198,0.316157521,-0.212826441,-0.477232697,-0.151210243,0.345927896,-0.393928012,0.588070084,-0.414827753,-0.118509802,-0.187298631,0.071877452,0.829857177,-0.319458418,-0.186898992,-0.214724442,-0.153212353,-0.183770971,0.307674254,0.170908483,-0.287025751,-0.228447265,-0.219964657,-0.021349858,0.548922263,-0.1112744,-0.02251513,-0.281191427,0.291495913,0.783719592,-0.435733128,0.521608088,-0.715549048
"7580","Q9Y6A5","TACC3_HUMAN Transforming acidic coiled-coil-containing protein 3 OS=Homo sapiens GN=TACC3 PE=1 SV=1","TACC3",-0.243690889,-0.427413598,-0.012084382,-0.559719557,0.301294082,0.046960164,-0.527288402,0.257259249,-0.132419444,-0.512469177,0.488962681,0.006937874,-0.531984038,-0.496950929,-0.562842643,-0.82027224,0.305892252,-0.321123101,-1.105702076,0.45293699,-0.334119027,0.886735427,0.204942366,0.690580118,0.20852919,-0.108682425,0.069665569,0.670078673,-0.261988357,0.292315475,0.079886395,-0.465189081,0.110215153,-0.017980795,-0.034820483,0.102917508,0.197723691,0.363838964,0.169917272,-0.318523461,0.714360804,-0.097909979,-0.20922266,0.041259986,0.250221497,0.314062871,0.127952809,-0.056453579,-0.330156097,0.840751444,-0.231329063,-0.25112434,0.691099252,-1.377985727,0.284780471,0.076737072,0.29048233,0.427697931,-0.065944796,0.315180971,0.046530505,-0.635269743,-0.360370821,-1.054423785,1.138086708,-0.599113134,-0.268264413,-0.583938449,0.563420672,-1.376492745,-0.222198327,0.230973652,0.075432583,0.063838696,0.884515117,0.60357626,0.651487869,0.30692452,-0.056666024,-0.563324787,0.142998594,-0.280982837,-0.131793949,-0.120122409,0.284487238,0.23759036,0.214255332
"7581","Q9Y6A9","SPCS1_HUMAN Signal peptidase complex subunit 1 OS=Homo sapiens GN=SPCS1 PE=1 SV=4","SPCS1",0.834180262,-0.534840006,0.942261994,-0.935787197,-0.56630381,-0.435853417,-0.395951036,-0.446846159,-0.792828607,-0.942935977,-0.299012052,-0.653839798,0.149358542,-0.432790489,0.357350792,-0.589800451,0.837192485,0.105119973,-0.201802137,-0.78697305,0.179283304,-0.586214621,-1.003242131,-0.818503928,0.996459745,-0.158326895,-0.789253593,0.829548968,0.46095344,-0.143386894,0.609122505,-0.660865953,-0.964284161,-0.791509829,0.12836534,-0.27596234,-0.457392676,-0.5762563,-1.202043953,-0.42091526,-0.360510271,-0.581305234,0.116377519,-0.342838072,-0.419579885,1.187565108,0.835786435,-0.661306323,-0.17184397,-0.783860553,-0.078590682,0.349593286,-0.894722774,0.045237767,1.191743468,-0.284350726,0.296966164,0.1902964,-0.360138622,0.664510435,-0.082630359,-0.114324258,-0.668039998,-0.609157608,0.328980137,0.200678513,0.836057155,1.264197552,0.132449401,-0.217961227,0.391254203,-0.395109955,0.202507236,-0.379427869,-0.353985653,-0.271358959,1.735554593,-0.195883531,-0.574456255,0.393490516,0.464575141,-0.60858679,2.041462071,-1.028259945,0.009252008,-1.182429019,-0.73796248
"7582","Q9Y6B6","SAR1B_HUMAN GTP-binding protein SAR1b OS=Homo sapiens GN=SAR1B PE=1 SV=1","SAR1B",0.041113589,-0.996326274,0.217558343,-0.387088284,-0.116435049,0.129526485,-0.117057371,0.591398085,-0.196589122,-0.001710527,-0.72202522,-0.332650923,-0.189395628,-0.902232709,-0.675095081,0.311232797,0.079865849,0.217012009,-0.814466646,-0.445150576,-0.406058089,0.235991983,-0.01460011,-0.387023885,0.00074526,-0.953085053,-0.320111379,0.258679033,-0.190559236,1.410099713,0.29681595,0.552020743,0.407499987,-0.0407349,0.408732085,1.684701077,1.187082501,0.277359172,-0.027151421,-0.086126405,-0.064953402,-0.708685573,0.235790481,0.379595465,-0.523649503,0.088924423,0.784777548,-0.433067068,-0.196606582,-0.412602803,0.545113274,0.185522354,0.144035355,1.317135211,0.659151246,-0.517595193,0.124176693,-0.189572434,0.053038874,-0.309926025,0.231076001,-0.574603938,-0.513823998,0.916317642,-0.373196625,-0.122521773,-0.143046857,-0.216047149,-0.2263974,-0.272552246,0.405853904,-0.404171479,0.489147263,1.409750444,-0.365519424,-0.399964596,-0.087460198,0.079405988,-0.104891257,0.160768271,0.352797092,-0.011432748,1.097184671,0.028111711,0.059480669,-0.289161914,0.075210125
"7583","Q9Y6B7","AP4B1_HUMAN AP-4 complex subunit beta-1 OS=Homo sapiens GN=AP4B1 PE=1 SV=2","AP4B1",0.928578707,0.555495917,-0.09427687,0.034563973,0.462289324,0.246556807,0.245835269,0.702983074,-0.149244874,-0.492280648,-0.732839944,0.224455407,0.032050898,0.348636114,-0.024133149,0.577464017,0.076461912,0.187997688,-0.413769892,-0.069415445,0.181183416,-0.222003493,-0.381287034,-0.074336791,-0.267598323,0.265885312,-0.223769897,0.05466728,-0.508933545,0.520424715,-0.000805717,-0.005202217,-0.297973712,-0.132138785,-0.477537313,-0.235215243,0.662607407,-0.00757991,0.149905107,0.196036085,-0.029290472,0.101341011,0.042032346,0.078124327,0.194123915,0.136756228,0.369754098,-0.077745143,0.266587929,0.372910017,-0.108491967,-0.24090853,0.104063296,-0.46573922,0.36442912,0.01825915,0.268789969,0.329380491,-0.594718478,0.182165193,-0.123483102,0.167488962,0.853425603,-0.185626459,0.146439114,0.552188385,0.454947565,0.484095549,0.483953504,0.363743492,0.643743675,0.01913076,0.287897269,0.057209465,-0.046947568,0.264827301,0.82748909,0.033397295,-0.278943551,0.661012213,0.688562355,-0.098892541,-0.235971484,0.100139282,0.734549604,0.089398233,0.644398598
"7584","Q9Y6C2","EMIL1_HUMAN EMILIN-1 OS=Homo sapiens GN=EMILIN1 PE=1 SV=3","EMILIN1",-0.417442735,1.135222909,-0.391925013,0.486564159,-1.128826165,-0.683961652,0.372188683,-0.225816488,0.336227033,0.334719965,-0.155099895,0.109164892,-0.352672591,0.334327907,1.044627855,0.117303262,-0.097207235,1.198640225,0.63502805,0.602710429,-0.343829639,0.119302259,-0.430094814,0.699696794,0.780761648,-0.433236993,1.186355467,-0.062304034,-0.511914968,1.241294239,0.392669855,-0.931258261,0.40772431,1.235995894,0.256191543,-0.259640289,-0.804607691,0.046897018,0.117965214,-0.561134055,-0.467324991,-0.149884569,-0.722170385,0.142768962,1.104033366,0.163859562,-0.021206401,1.27880214,0.43161482,-1.550443356,0.91022616,0.879021769,0.994376067,-0.871199685,-0.228123491,1.226801572,-0.082040759,0.931104705,0.201953156,1.026318087,-0.200011417,1.181548198,-0.282795883,-0.470069497,-0.444697943,0.532624965,1.658484757,0.971145808,-0.103297675,-0.52663752,0.043168484,-0.415158316,0.958451754,-0.554494653,-1.437441464,0.688013684,-0.327213248,0.071854171,0.750728304,0.244438065,-0.30876768,0.04598489,-0.050212224,0.212800477,0.203823693,-0.47286949,-0.470404652
"7585","Q9Y6C9","MTCH2_HUMAN Mitochondrial carrier homolog 2 OS=Homo sapiens GN=MTCH2 PE=1 SV=1","MTCH2",0.35354153,-0.301772599,-0.156585823,0.091209652,0.964353476,-0.205725983,-0.196752006,-1.109773257,-1.18092216,0.10404003,1.209712853,-0.147162503,0.031220522,0.286478836,-0.072409227,0.840309785,-0.039505557,0.131196408,-0.490177027,0.642647753,0.155176098,-0.23484891,-0.475692404,-0.318018741,-0.333738407,0.111579524,-0.593445994,-0.280854028,0.198499172,0.607192056,-0.463774238,-0.163308373,-0.363116092,-0.608394841,-0.383420428,0.218242636,1.511810086,-0.114067941,0.159712353,1.885159506,0.423722473,0.210461987,-0.111706557,-0.347199491,-0.291897418,0.815205876,-0.67911014,-0.054674022,0.312263278,0.083582011,-0.536053005,-0.648474927,-0.565390177,-0.433362429,0.029561497,-0.147469166,-0.169804964,-0.079215479,-0.394432239,-0.316073282,0.191017872,-0.148944933,-0.166904617,-0.594466904,0.007797483,-0.531223856,0.691174417,-0.053938979,0.269382245,-0.773562347,-0.030082949,0.070418449,-0.476828318,-0.227805398,-0.805392619,-0.106259301,-0.967139172,-0.29361254,-0.639577647,-0.468511042,-0.303040032,1.182288861,-0.727238354,0.313938409,-0.61617657,0.110960038,-0.199774767
"7586","Q9Y6D0","SELK_HUMAN Selenoprotein K OS=Homo sapiens GN=SELENOK PE=1 SV=3","SELENOK",0.343705459,-0.480707693,0.427474841,-2.525677403,-0.246377044,0.394042113,-0.687058001,1.6738766,0.27683158,-0.684673214,-0.267614755,-0.340055729,0.224796759,-0.533942352,-0.271269752,-0.163506163,0.92536718,0.242173077,0.129373512,-0.769263081,0.436182423,-0.271793114,-0.479098728,-1.038659569,2.314726319,-0.065258574,-0.852670161,2.860505722,-0.047629245,0.331763849,0.749911506,-0.586542203,-0.295154155,0.082750296,0.357928549,0.324326446,-0.713106033,-0.423511251,-0.678840131,-0.087616214,-0.310349638,-0.539995407,-0.260044853,-0.439850829,-0.703654392,1.950381571,1.327362721,-0.22921813,-1.096685737,0.667429784,-0.58171911,-0.324229393,-0.745907664,-0.978532106,1.124806689,-0.687711231,1.556834801,0.609762673,-0.68495401,1.035314023,-0.541915092,-0.58049835,0.118224185,-0.937370591,-0.363200829,-0.225026226,0.972532396,1.580468688,0.292987989,-1.217540282,1.029341109,0.439867237,0.21509789,-0.183780257,-0.431559776,-1.497710182,1.763930155,1.072524949,-0.553724339,-0.112455359,-0.083286137,-1.028879739,2.120738656,-0.960741349,0.666618242,-0.473876799,-0.48376668
"7587","Q9Y6D5","BIG2_HUMAN Brefeldin A-inhibited guanine nucleotide-exchange protein 2 OS=Homo sapiens GN=ARFGEF2 PE=1 SV=3","ARFGEF2",0.307610763,-0.109395978,-0.06592324,0.291803179,-0.230913757,0.144958309,-0.136674053,-0.296218622,-0.494756464,-0.087768305,-0.289710521,-0.401366835,0.644459409,-0.271027006,-0.29465437,0.072250922,-0.304544567,0.408544823,-0.876215531,-0.029489066,-0.181295058,-0.064386543,-0.528546908,-0.507122646,0.115487894,0.37493856,-0.324402142,0.468865876,0.242295131,0.573982753,0.001652169,0.230535498,-0.602946532,-0.296282981,-0.102732823,0.731373319,-0.148599633,-0.187399773,-0.251551242,1.874457941,-0.399063596,-0.161240656,-0.148139725,-0.486972455,-0.261161309,0.33901207,-0.495075428,-0.094984921,-0.11805183,0.085374808,-0.120434271,-0.045269081,-0.250772934,0.107884233,-0.00932111,-0.282747544,0.122577426,-0.159923746,-0.075876325,0.241265163,0.097221264,0.243665728,0.222892055,0.750030651,0.524882007,0.03071097,0.136504029,0.17503315,0.378964983,0.124240054,0.351498387,0.28997617,-0.312787014,-0.22979276,-0.452413603,-0.21145511,0.17985271,-0.327680715,0.27040613,-0.074175306,-0.552432134,0.225883971,-0.017679872,-0.245654733,-0.120621287,-0.264220122,-0.060052794
"7588","Q9Y6D6","BIG1_HUMAN Brefeldin A-inhibited guanine nucleotide-exchange protein 1 OS=Homo sapiens GN=ARFGEF1 PE=1 SV=2","ARFGEF1",0.137725982,-0.004133754,-0.029940063,0.728187545,0.823275002,0.282748885,-0.494316197,-0.179930325,-0.769784994,1.195293822,0.115979396,-0.154732894,0.159622206,-0.146035705,-0.110816394,0.895310629,-0.230938186,0.495356031,-0.309112706,-0.190485297,-0.351309776,-0.138895606,-0.984625629,-0.678272396,-0.368150001,0.882312626,-0.267508377,-0.06267034,-0.209811566,0.332828599,-0.463953781,0.346235106,-0.402299805,-0.610466748,0.410238965,0.052183738,-0.103451105,0.076402359,-0.076205001,1.437478912,-0.09355202,0.13828018,1.056996803,-0.073684191,-0.144684244,-0.244457895,-0.140868969,-0.269997273,0.26400341,-0.177020625,-0.600945952,-0.739738888,-0.616075617,-0.229306625,-0.24639336,-0.496247298,0.392752308,-0.397510788,0.046313948,-0.237960751,-0.096525569,-0.058332429,0.801473296,-0.019381125,0.922102252,-0.710261979,0.298783178,-0.243042659,0.640950101,0.345305653,-0.280722518,0.423420427,-0.323066894,0.517655139,-0.52181007,0.264311244,-0.372903085,0.400560171,-0.231013497,0.149266252,-0.240820945,0.169608075,-0.281533889,-0.058995331,-0.326938288,0.198758018,0.717472298
"7589","Q9Y6D9","MD1L1_HUMAN Mitotic spindle assembly checkpoint protein MAD1 OS=Homo sapiens GN=MAD1L1 PE=1 SV=2","MAD1L1",-0.390337559,0.232518651,-0.096138148,-0.314208666,0.019552829,-0.167141114,-0.257228568,-0.511691558,-0.166817614,0.342709308,0.297750588,-0.149548387,-0.070343332,-0.04908931,0.249287167,-0.038989601,0.025474185,0.260199363,0.049677433,-0.097486621,-0.092052148,-0.174148568,0.361160284,-0.132272612,0.132870268,0.32080613,-0.232811068,0.533910362,0.016957351,-0.081942488,-0.08089726,-0.242890329,-0.124565078,0.103334123,0.287854502,0.138218799,-0.160389456,-0.185391722,0.220199375,-0.126856745,0.38557949,-0.09748968,-0.179422006,-0.359108778,0.135907449,0.323937531,-0.07133634,-0.004460449,-0.111930823,0.326734121,-0.209751753,-0.021434546,0.448188455,0.266066997,-0.163030787,-0.204708362,-0.166262411,0.089488069,-0.170362429,-0.322450304,0.356020734,0.139222573,1.006860171,0.434514712,0.342258755,0.009452453,-0.050189349,0.103806286,0.148233959,0.248260214,0.166993416,-0.081384047,0.092719563,-0.418987002,-0.221370356,0.351135291,-0.044144554,0.339084885,0.298495019,-0.108765588,0.024834864,-0.327753533,-0.100092574,-0.513690137,-0.215272792,0.90613313,-0.088119925
"7590","Q9Y6E0","STK24_HUMAN Serine/threonine-protein kinase 24 OS=Homo sapiens GN=STK24 PE=1 SV=1","STK24",0.340144549,0.944205659,0.37192809,-0.416824268,0.092963194,1.199506222,-0.079064794,0.407237879,0.101562424,-0.622353161,-0.466569577,-0.025016097,0.684527333,-0.199751724,-0.168608337,-0.569427556,0.532511513,0.103350458,-0.327533821,0.124578061,-0.059098608,0.402697871,-0.010414681,0.01801582,0.152565325,0.03394938,-0.082531623,0.072862961,-0.116638154,-0.242236611,-0.115514794,-0.055780477,-0.160640643,-0.149233056,-0.097967241,-0.200685725,0.122941242,-0.085531271,0.680372717,0.649528141,-0.277704823,0.709383013,0.319209343,-0.124520724,0.239626714,-0.284928873,0.375036987,-0.248737525,0.040835393,-0.102764928,-0.197187886,-0.465882265,-0.590878923,0.24550916,0.45685942,0.176094061,0.098496599,0.196164693,0.088058311,-0.104891958,-0.017274391,-0.077021833,-0.321697059,0.262081215,0.014373142,-0.339982741,-0.309440795,-0.330134287,-0.026085916,0.008476926,-0.199424793,1.105531439,-0.168131402,0.526728374,-0.025612301,-0.033348809,0.844020388,-0.309171477,-0.313382188,0.053839305,0.55598863,-0.188134875,0.012741679,-0.385457682,0.553057455,0.430128829,0.139150595
"7591","Q9Y6E2","BZW2_HUMAN Basic leucine zipper and W2 domain-containing protein 2 OS=Homo sapiens GN=BZW2 PE=1 SV=1","BZW2",-0.524785591,-0.288707232,-0.576274032,-0.632762659,0.337414647,-0.121433012,-0.584056952,0.032793474,-0.925175861,-0.365003933,0.245266379,0.339367619,-0.67239385,-0.519083773,-0.718069575,-0.434597137,0.59626919,0.755920972,0.248064933,0.216196921,-0.039418402,-0.567664642,0.769693639,-0.693321618,-0.98930562,0.318915227,-0.964417416,0.115940255,0.313545881,-0.871624361,-1.0987777,-0.005727726,-0.444151835,-0.603879866,0.794645599,0.405070622,-0.091838036,-0.400642537,1.565678135,0.667974979,0.220781083,0.865109286,-0.465818371,-0.174943132,-0.6429983,-0.588137099,0.445666154,-0.561759555,-0.367654983,0.458016468,-0.433883992,-0.094688486,-0.484435486,0.815386617,-0.769805139,-0.764856945,-0.654066215,-0.96232847,-0.423339263,-0.310627136,-0.007013613,-0.993508403,0.968233217,-0.331161376,1.713266426,-0.125152849,-0.665399396,-0.913582071,-0.022124025,-0.125705602,-0.534485919,-0.38447348,-0.760000332,-0.477459634,0.998363335,0.570378226,0.348217359,0.068803196,-0.128634243,-1.155086243,-0.008193613,-0.572849064,-0.355326019,-1.084279928,-1.140568649,0.514121605,0.417422209
